asin;type;name;openbid;price;auction_duration;unixEndDate;endDate;bidders;bids
349;Game;Brand New Nintendo Switch 32GB Neon Red/Neon Blue Console W/ 4 Brand New Games;0.99;350.0;7 days;1620946801.0;14 May 2021 at 7:00:01pm PDT;18.0;45.0
1712;Mobile;Apple iPhone X - 64GB - Space Gray (Verizon) A1865 CDMA + GSM Unlocked MQCK2LL/A;0.99;207.0;5 days;1619910007.0;2 May 2021 at 7:00:07pm PDT;20.0;63.0
352;Mobile;Apple iPhone 6s - 64GB - Space Gray (Unlocked) A1688 (CDMA + GSM)��;10.0;77.99;7 days;1621022401.0;15 May 2021 at 4:00:01pm PDT;20.0;46.0
3904;Mobile;TESTED BLACK CDMA + GSM UNLOCKED APPLE iPhone 11 128GB A2111 MWLE2LL/A J250T;0.99;580.0;10 days;1620597771.0;10 May 2021 at 6:02:51pm PDT;18.0;56.0
426;Mobile;Apple iPhone XS 64GB Space Grey - Unlocked;0.7425;173.25;7 days;1619203796.0;24 Apr 2021 at 2:49:56pm PDT;16.0;43.0
3946;Mobile;Apple iPhone SE (2020) 2nd Generation- 64GB White Smartphone Unlocked;37.4925;213.75;3 days;1620790751.0;12 May 2021 at 11:39:11am PDT;16.0;26.0
2104;Mobile;Apple iPhone 7 - 128GB - Silver (Unlocked) A1778 (GSM);0.7425;72.0;7 days;1620534619.0;9 May 2021 at 12:30:19pm PDT;17.0;37.0
826;Mobile;Apple iPhone 12 mini - 64GB - Blue (Unlocked);0.7425;360.0;3 days;1620328806.0;7 May 2021 at 3:20:06am PDT;16.0;44.0
2052;Mobile;LG V50 ThinQ - 128GB - Aurora Black (Sprint) (Single SIM);0.99;152.5;5 days;1619758288.0;30 Apr 2021 at 12:51:28pm PDT;24.0;60.0
422;Mobile;IPhone 8 64gb Gold Refurbished Apple with 6 months warranty;0.88;150.48;7 days;1619240188.0;24 Apr 2021 at 12:56:28pm PDT;28.0;109.0
1498;Mobile;Apple iPhone 11 - 64GB - White (Verizon) A2111 (CDMA + GSM) NO RESERVE;1.0;518.08;7 days;1619307938.0;25 Apr 2021 at 7:45:38pm PDT;17.0;48.0
2434;Mobile;Apple iPhone X - 256GB - Gray (Unlocked) (Read Description) BJ1101;1.0;237.5;1 day;1620437543.0;8 May 2021 at 9:32:23am PDT;22.0;51.0
526;Mobile;IPhone x 64gb Silver Refurbished Apple with 6 months warranty;0.88;255.2;7 days;1620926176.0;14 May 2021 at 1:16:16pm PDT;24.0;110.0
2804;Mobile;Apple iPhone 8 Plus - 256GB - Gold (Unlocked) A1864 (CDMA + GSM);0.99;291.0;5 days;1620602229.0;10 May 2021 at 7:17:09am PDT;16.0;43.0
1658;Mobile;OnePlus 7T Pro McLaren  Edition - Unlocked - 256GB - Orange;0.7425;285.0;5 days;1621825806.0;24 May 2021 at 11:10:06am PDT;18.0;33.0
1629;Mobile;Apple iPhone XS Max - 256GB - Gold (Unlocked) A1921 (CDMA + GSM);99.99;395.0;1 day;1620856798.0;13 May 2021 at 5:59:58pm PDT;23.0;54.0
1890;Mobile;ZTE Axon M Z999 64GB AT&T GSM Unlocked Smartphone Dual Screen Carbon Black X277;0.01;108.5;5 days;1620103454.0;4 May 2021 at 12:44:14pm PDT;18.0;52.0
665;Mobile;Apple iPhone 12 - 256GB - Blue (Unlocked);1.0;790.0;1 day;1619903622.0;2 May 2021 at 5:13:42pm PDT;28.0;75.0
556;Mobile;Apple iPhone 11 Pro - 256GB - Space Grey (Unlocked) A2221 (CDMA + GSM);75.0;412.5;1 day;1621135982.0;16 May 2021 at 11:33:02am PDT;17.0;39.0
4039;Game;COBALT BLUE NINTENDO GAMEBOY ADVANCE GBA SP AGS-001 & 9 GAMES & CHARGER & CASE ;0.99;147.5;7 days;1621292761.0;18 May 2021 at 7:06:01pm PDT;17.0;41.0
886;Mobile;Samsung Note 9 SM-N960F Dual Sim 512GB-Boxed UNLOCKED + cases ;0.7425;146.25;3 days;1621652902.0;22 May 2021 at 11:08:22am PDT;23.0;39.0
2139;Mobile;Apple iPhone XS Max 512GB (Unlocked) - White (Bundle);0.7425;267.0;1 day;1620614048.0;10 May 2021 at 10:34:08am PDT;20.0;35.0
1639;Mobile;Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1864 (CDMA + GSM);99.99;273.0;1 day;1621125901.0;16 May 2021 at 8:45:01pm PDT;21.0;38.0
1284;Mobile;Samsung Galaxy S20 FE 5G SM-G781B/DS - 128GB - Cloud Navy (Unlocked);0.75;232.5;3 days;1620014134.0;3 May 2021 at 11:55:34am PDT;17.0;44.0
3390;Mobile;IPhone x 256 GB;0.88;290.4;3 days;1619668862.0;29 Apr 2021 at 12:01:02pm PDT;24.0;166.0
2436;Mobile;Samsung Galaxy S8 - 64GB - Gray (Unlocked) (Read Description) BJ1109;1.0;97.0;1 day;1620437788.0;8 May 2021 at 9:36:28am PDT;18.0;35.0
355;Game;Pokemon Crystal Version Game Boy Color PAL Complete in box - excellent condition;30.0;210.0;7 days;1621138716.0;16 May 2021 at 12:18:36pm PDT;16.0;48.0
902;Mobile;iPhone XR;50.0;280.0;5 days;1619140850.0;23 Apr 2021 at 9:20:50am PDT;25.0;56.0
3349;Mobile;Samsung Galaxy S20 PLUS 5G SM-G985F - 128GB - Cosmic Gray(Unlocked) ;278.6;1022.0;7 days;1621907931.0;25 May 2021 at 9:58:51pm PDT;17.0;51.0
57;Mobile;Redmi Note 9 Pro 6/128 GB Tropical Green invoice/Warranty-TOP;0.88;132.8888;5 days;1620438216.0;8 May 2021 at 9:43:36am PDT;17.0;45.0
1531;Mobile;Apple iPhone 7 Plus - 256GB - Rose Gold (Verizon) A1661 (CDMA + GSM);0.99;205.5;7 days;1619836143.0;1 May 2021 at 10:29:03am PDT;20.0;48.0
645;Mobile;Samsung Galaxy S10 SM-G973F/DS - 128GB-Prism Black (without Simlock) (Dual Sim);0.88;205.04;3 days;1619917338.0;2 May 2021 at 9:02:18am PDT;17.0;40.0
4055;Mobile;Apple iPhone 12 Pro Max - 512GB-Pacific Blue (without Simlock);0.88;1012.0;5 days;1621557871.0;21 May 2021 at 8:44:31am PDT;17.0;37.0
4048;Game;Lot Of Two Kings Quest Games Volume 2 And 3 vintage;5.0;252.0;7 days;1621281320.0;18 May 2021 at 3:55:20pm PDT;18.0;41.0
3601;Mobile;Apple iPhone 11 (PRODUCT)RED - 128GB (Unlocked) A2111 (CDMA + GSM) NEW SEALED;450.0;641.0;7 days;1621012908.0;15 May 2021 at 1:21:48pm PDT;19.0;21.0
2550;Mobile;Apple iPhone XS - 64GB - Silver (Unlocked) A1920 (CDMA + GSM);0.99;286.0;5 days;1621898153.0;25 May 2021 at 7:15:53am PDT;16.0;58.0
1335;Mobile;Apple iPhone XR - 128GB - Blue (Unlocked) A2105 (GSM) (AU Stock);1.4;750.4;7 days;1621463011.0;20 May 2021 at 6:23:31pm PDT;16.0;47.0
1898;Mobile;Apple iPhone 10S XS Max 256GB  Space Gray UNLOCKED Free Shipping. Cracked Back!;1.0;320.0;1 day;1619914636.0;2 May 2021 at 8:17:16am PDT;16.0;55.0
510;Mobile;Samsung Galaxy S10+ SM-G975F - 128GB - Prism Black (Unlocked) (Dual SIM);0.7425;152.25;7 days;1620708067.0;11 May 2021 at 12:41:07pm PDT;22.0;51.0
199;Mobile;Apple iPhone 7 Plus (PRODUCT)RED - 128GB - (Unlocked) A1661 (CDMA + GSM);10.0;175.0;7 days;1620688671.0;11 May 2021 at 7:17:51pm PDT;19.0;46.0
1703;Mobile;Samsung Galaxy S10 SM-G973F/DS - 128GB-Prism Black (without Simlock) (Dual Sim);79.2;191.84;5 days;1619839956.0;1 May 2021 at 11:32:36am PDT;18.0;24.0
504;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;456.0;5 days;1620439002.0;8 May 2021 at 9:56:42am PDT;18.0;52.0
3004;Mobile;Apple iPhone 11 Pro - 64GB - Midnight Green (Damaged Front And Back);70.0;392.0;3 days;1619233017.0;24 Apr 2021 at 10:56:57pm PDT;16.0;35.0
2998;Mobile;iPhone 11 Used Red Unlocked 64gb;200.0;510.0;7 days;1619399129.0;26 Apr 2021 at 9:05:29am PDT;17.0;32.0
770;Mobile;*** NEW Genuine Boxed Apple iPhone 11 - 256GB-Black (without Simlock);0.88;550.0264;3 days;1619198505.0;24 Apr 2021 at 1:21:45am PDT;17.0;35.0
1957;Mobile;LOT of 3 LG G7 LG V50 WIFI Tablet Smartphones Assorted Colors A170L;0.01;205.0;3 days;1620842292.0;13 May 2021 at 1:58:12pm PDT;21.0;46.0
2055;Game;Legend of Zelda - Ocarina of Time - Collectors Edition (N64 1998) - with Box;25.0;257.0;7 days;1619919438.0;2 May 2021 at 9:37:18pm PDT;16.0;33.0
610;Mobile;Samsung Galaxy A10e SM-A102U Unlocked 32GB Smartphone Brand New;9.99;168.5;7 days;1619668017.0;29 Apr 2021 at 11:46:57am PDT;19.0;45.0
4116;Mobile;Samsung Galaxy S9 SM-G960U - 64GB - Blue (T-Mobile) Unlocked Smartphone;0.99;94.0;5 days;1620504957.0;9 May 2021 at 4:15:57pm PDT;25.0;42.0
2972;Mobile;Apple iPhone 6s - 128GB - Space Gray (Unlocked) A1688 (CDMA + GSM);0.99;113.0;5 days;1621963813.0;26 May 2021 at 1:30:13pm PDT;18.0;52.0
1547;Mobile;Xiaomi MI 10 Pro 5G Smartphone 256GB 8GB Dual Sim Solstice Grey;0.88;532.4;5 days;1619922424.0;2 May 2021 at 10:27:04am PDT;22.0;76.0
3769;Mobile;Apple iPhone 12 Pro SIM Unlocked - 128GB - Graphite (Verizon);250.0;865.0;1 day;1620161916.0;5 May 2021 at 4:58:36pm PDT;16.0;33.0
2880;Mobile;Samsung Galaxy Note 8 - 64GB - Black (Unlocked) (Read Description) CA1057;1.0;102.0;1 day;1620876848.0;13 May 2021 at 11:34:08am PDT;19.0;54.0
2795;Mobile;Apple iPhone X - 256GB - Gray (XFinity) (Read Description) BJ1038;1.0;217.5;1 day;1620153787.0;5 May 2021 at 2:43:07pm PDT;20.0;50.0
2715;Mobile;Xbox One 1TB Console 2 games and 2 controllers;50.0;235.83;7 days;1620175711.0;5 May 2021 at 8:48:31am PDT;16.0;46.0
492;Mobile;Samsung Galaxy A80 very good condition;0.88;138.16;7 days;1620409442.0;8 May 2021 at 1:44:02am PDT;16.0;54.0
1950;Game;Nintendo New 3DS XL 4GB Black Handheld System With Games And Case.;0.99;280.0;7 days;1621099019.0;16 May 2021 at 1:16:59pm PDT;31.0;71.0
2616;Mobile;Apple iPhone 11 Pro Max - 256GB - Gold (Xfinity) A2161 (CDMA + GSM) (Financed);1.0;695.0;5 days;1619301021.0;25 Apr 2021 at 5:50:21pm PDT;20.0;53.0
3341;Game;Nintendo Switch Games Console V2 Improved Battery Grey Joy-Cons + 64GB SD Card;0.7425;162.75;5 days;1621530100.0;21 May 2021 at 1:01:40pm PDT;16.0;54.0
3334;Mobile;Apple iPhone 11 Pro Max - 256GB - Midnight��Green (Unlocked) A2161 (CDMA + GSM);235.0;1060.0;7 days;1621449570.0;20 May 2021 at 2:39:30pm PDT;18.0;42.0
2134;Game;Microsoft Xbox One X 1TB Console Game System Black;0.99;335.26;7 days;1621051719.0;15 May 2021 at 12:08:39pm PDT;18.0;76.0
2443;Mobile;Apple iPhone XS - 64GB - Gold (Unlocked) (Read Description) BJ1146;1.0;313.88;1 day;1620447111.0;8 May 2021 at 12:11:51pm PDT;17.0;44.0
994;Mobile;Apple iPhone 6+ Plus 128 GB Rose Gold Perfect Condition Unlocked;0.01;105.5;7 days;1620517792.0;9 May 2021 at 7:49:52am PDT;20.0;63.0
3070;Mobile;Samsung Galaxy S8 Active SM-G892 - 64GB - Meteor Gray (T-Mobile) Smartphone;0.99;79.0;7 days;1620786419.0;12 May 2021 at 10:26:59am PDT;17.0;36.0
2541;Mobile;Apple iPhone 11 Pro Max - 256GB - Green (Unlocked) (Read Description) CB1039;1.0;681.0;1 day;1621281165.0;18 May 2021 at 3:52:45pm PDT;18.0;33.0
2708;Mobile;Apple iPhone 8 - 64GB - Gray (Unlocked) (Read Description) BG1004;1.0;143.5;1 day;1619555077.0;28 Apr 2021 at 4:24:37pm PDT;19.0;53.0
83;Mobile;Apple iPhone 11 Pro - 256GB - Space Grey (Unlocked) A2215 (CDMA + GSM);1.386;1264.1999999999998;5 days;1621196057.0;17 May 2021 at 4:14:17am PDT;19.0;59.0
3610;Mobile;Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Violet (Unlocked);300.0;530.0;3 days;1620868037.0;13 May 2021 at 9:07:17pm PDT;16.0;40.0
500;Mobile;IPhone 6s 64gb Grey Sidereal Refurbished Apple with 6 months warranty;0.88;73.04;7 days;1620534458.0;9 May 2021 at 12:27:38pm PDT;21.0;85.0
774;Mobile;Apple iPhone XS Max - 256 GB - Space Grey (Unlocked) A2101 Outstanding Condition;420.0;897.4;7 days;1619572895.0;28 Apr 2021 at 9:21:35pm PDT;21.0;40.0
3912;Game;Pokemon: Crystal Version BOX and MANUALS ONLY (Game Boy Color 2001);50.0;730.0;7 days;1620438231.0;8 May 2021 at 9:43:51am PDT;17.0;38.0
2629;Mobile;Apple iPhone 11 - 64GB - Black (Unlocked) A2111 (CDMA + GSM);1.0;470.0;3 days;1619221537.0;24 Apr 2021 at 7:45:37pm PDT;23.0;59.0
2149;Mobile;Apple iPhone 8 64GB Verizon Unlocked Smartphone - Space Gray (A1863) with EXTRA;79.0;192.5;7 days;1621307080.0;18 May 2021 at 11:04:40am PDT;18.0;38.0
718;Mobile;Apple iPhone 7 Plus - 256GB - Jet Black (Unlocked) A1784 (GSM) (AU Stock);97.3;456.582;7 days;1621466178.0;20 May 2021 at 7:16:18pm PDT;16.0;50.0
68;Mobile;Apple iPhone X - 64GB - Black (Unlocked) A1984 (CDMA + GSM);0.99;202.5;1 day;1620329689.0;7 May 2021 at 3:34:49pm PDT;23.0;54.0
907;Mobile;Apple iPhone XR - 64GB - Coral (Verizon/UNLOCKED) A1984 (CDMA + GSM) - FLAWLESS!;0.99;326.0;7 days;1619407897.0;26 Apr 2021 at 11:31:37am PDT;22.0;60.0
3173;Game;BUNDLE* Sony PlayStation 4 500GB Black with all Cables 2 controllers + Games;0.0075;135.0;7 days;1619990553.0;3 May 2021 at 5:22:33am PDT;19.0;43.0
1500;Mobile;Apple iPhone 11 - 128GB - White (Unlocked) A2111 (CDMA + GSM);349.0;650.0;5 days;1619237835.0;24 Apr 2021 at 12:17:15pm PDT;17.0;38.0
325;Mobile;Apple iPhone XR (PRODUCT)RED - 64GB - (Unlocked) A1984 (CDMA + GSM);120.0;328.0;1 day;1619898637.0;2 May 2021 at 3:50:37pm PDT;16.0;41.0
704;Mobile;Apple iPhone XS Max - 64GB - Gold A1921 (Backside w/ Low Volume Issue);99.0;315.0;7 days;1621205694.0;17 May 2021 at 6:54:54am PDT;18.0;27.0
4027;Mobile;Samsung Galaxy S8 SM-G950F - 64GB - Black (Unlocked) (Single SIM);0.7425;38.25;7 days;1620868404.0;13 May 2021 at 9:13:24am PDT;16.0;38.0
3097;Game;Nintendo DS Lite  Black Good Condition (Tested) W/ Charger 20 Games;0.99;69.0;7 days;1621290241.0;18 May 2021 at 6:24:01pm PDT;19.0;45.0
1283;Mobile;Apple iPhone SE 2nd Gen. 2020 128GB  Black (Unlocked) MXD02B/A BRAND NEW SEALED;0.7425;292.5;7 days;1620355303.0;7 May 2021 at 10:41:43am PDT;17.0;34.0
3394;Mobile;Samsung Galaxy Note 9 SM-N960 Blue - 128GB-Duke Blue Excellent Condition;0.88;255.2;7 days;1620067608.0;4 May 2021 at 2:46:48pm PDT;18.0;70.0
1893;Game;Paper Mario The Thousand Year Door (Nintendo GameCube 2004) Tested No Manual;0.01;118.5;7 days;1620276368.0;6 May 2021 at 12:46:08pm PDT;17.0;52.0
3833;Mobile;Apple iPhone 11 Pro - 256GB - Midnight��Green UNLOCKED TO ANY NETWORK;75.0;409.5;5 days;1620436478.0;8 May 2021 at 9:14:38am PDT;16.0;33.0
2242;Mobile;Apple iPhone 7 Plus - 128GB - Jet Black (Unlocked) A1661 (CDMA + GSM);0.99;182.5;7 days;1619581426.0;28 Apr 2021 at 11:43:46am PDT;24.0;70.0
3365;Mobile;Samsung Galaxy S9 Plus SM-G965F - 256GB-Midnight Black Duos;0.88;166.32;7 days;1619313456.0;25 Apr 2021 at 9:17:36am PDT;22.0;101.0
1473;Game;Sony PlayStation 2 Slim Black Console Bundle PS2 11 Games Tested;19.99;135.0;7 days;1621724811.0;23 May 2021 at 7:06:51pm PDT;18.0;47.0
2152;Mobile;poco x3 NFC pro;0.99;238.5;7 days;1621381337.0;19 May 2021 at 7:42:17am PDT;24.0;70.0
357;Mobile;Apple iPhone XS - 64GB - Rose Gold (Factory Unlocked) A1920 (CDMA + GSM);0.99;275.99;7 days;1621112411.0;16 May 2021 at 5:00:11pm PDT;38.0;87.0
2274;Mobile;Apple iPhone 8 Plus - 64GB - Gold (Unlocked) A1897 (GSM);0.99;187.5;7 days;1619753826.0;30 Apr 2021 at 11:37:06am PDT;16.0;38.0
721;Mobile;LG WING 5G 256GB - LM-F100UM AT&T GSM World Gray Phone - Unlocked ;0.99;466.0;3 days;1621215584.0;17 May 2021 at 9:39:44am PDT;17.0;56.0
2507;Mobile;Apple iPhone 11 - 128GB - Green (Xfinity) A2111 (CDMA + GSM);0.99;455.0;5 days;1621386029.0;19 May 2021 at 9:00:29am PDT;21.0;76.0
30;Mobile;Samsung Galaxy S10 - Dual Sim - Prism Blue - Unlocked - Boxed;0.7425;168.75;5 days;1620011184.0;3 May 2021 at 11:06:24am PDT;17.0;33.0
2891;Mobile;Apple iPhone 7 128GB Black Matt | Unlocked | A1778 | MINT Ref 1;0.7425;116.25;3 days;1621136887.0;16 May 2021 at 11:48:07am PDT;17.0;51.0
1090;Mobile;Samsung Galaxy A71 128 GB Prism Crush Silver;0.88;181.28;10 days;1619556497.0;28 Apr 2021 at 4:48:17am PDT;19.0;36.0
543;Mobile;Motorola Moto G7 Power 32gb Marine Blue Metro Pcs ;0.99;71.0;3 days;1621013088.0;15 May 2021 at 1:24:48pm PDT;16.0;39.0
2175;Mobile;Apple iPhone 11 Pro Max - 64GB - Midnight��Green (Unlocked) A2161 (CDMA + GSM);5.0;687.0;5 days;1621552676.0;21 May 2021 at 7:17:56pm PDT;21.0;60.0
681;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;470.0;5 days;1620702056.0;11 May 2021 at 11:00:56am PDT;23.0;57.0
1269;Mobile;Samsung Galaxy S10 SM-G973U1 - 128GB -  Black (Unlocked) Smartphone;0.99;237.5;5 days;1619907640.0;2 May 2021 at 6:20:40pm PDT;20.0;55.0
2120;Mobile;Samsung Galaxy S8 - 64GB-Midnight black (without Simlock);0.88;90.2264;7 days;1620668791.0;11 May 2021 at 1:46:31am PDT;16.0;25.0
2039;Mobile;Samsung Galaxy A70 - 128GB-Black (without Simlock) (Dual Sim);47.52;138.16;7 days;1619819990.0;1 May 2021 at 5:59:50am PDT;20.0;41.0
1672;Game;Nintendo game & watch octopus octopus j.i21 in box;0.88;151.36;7 days;1619315872.0;25 Apr 2021 at 9:57:52am PDT;18.0;37.0
421;Mobile;Samsung Galaxy A70 SM-A705FN/DS - 128GB - Blue (EE) (Dual SIM);7.4925;84.75;7 days;1619238798.0;24 Apr 2021 at 12:33:18pm PDT;17.0;37.0
2930;Mobile;Apple iPhone SE 2nd Gen. (PRODUCT)RED - 64GB A2275 ;0.99;169.5;5 days;1621636723.0;22 May 2021 at 6:38:43pm PDT;21.0;37.0
2402;Mobile;Apple iPhone SE 2nd - 64GB - Black (Unlocked) (Read Description) BJ1040;1.0;178.5;1 day;1620153867.0;5 May 2021 at 2:44:27pm PDT;22.0;49.0
3311;Mobile;Apple iPhone 12 Pro - 256GB - Graphite (AT&T) BLACKLISTED.;300.0;798.0;3 days;1620263565.0;6 May 2021 at 9:12:45am PDT;16.0;41.0
2679;Mobile;Xiaomi MI 11 Gray 5G 128GB 8GB RAM is Original MI Store Top Accessory Pack NEW;0.88;490.16;5 days;1619721005.0;30 Apr 2021 at 2:30:05am PDT;18.0;37.0
996;Mobile;Huawei P30 Pro VOG-L29 - 128GB-Aurora (without Simlock) (8GB Ram spots);0.88;206.8;7 days;1620523269.0;9 May 2021 at 9:21:09am PDT;17.0;51.0
3839;Game;Nes Nintendo Games Lot 80 GAMES ALL PLAYED AND WORKING PERFECTLY CHECK THEM OUT!;0.01;681.0;1 day;1620170641.0;5 May 2021 at 7:24:01pm PDT;18.0;35.0
2969;Mobile;Apple iPhone 7 - 128GB - Black (Unlocked) A1778 (GSM);0.99;131.5;5 days;1621963813.0;26 May 2021 at 1:30:13pm PDT;18.0;45.0
2097;Mobile;Apple iPhone 11 Pro - 256GB - Silver (EE) A2215 (CDMA + GSM);0.7425;427.5;3 days;1620149935.0;5 May 2021 at 1:38:55am PDT;16.0;46.0
1783;Mobile;Apple iPhone 7 128GB Black (VERIZON) ;49.99;100.0;7 days;1621386585.0;19 May 2021 at 9:09:45am PDT;23.0;37.0
2238;Mobile;Xiaomi MI 9t - 64 GB-Carbon Black (without Simlock) (Dual Sim);0.88;90.64;5 days;1619402423.0;26 Apr 2021 at 10:00:23am PDT;16.0;38.0
3599;Mobile;Apple iPhone 11 - 64GB - Green (Unlocked) EXCELLENT CONDITION w/Box!;75.0;550.0;3 days;1620698114.0;11 May 2021 at 9:55:14am PDT;24.0;76.0
1537;Mobile;Apple iPhone 11 - 64GB - Yellow (Factory Unlocked) A2111 (CDMA + GSM) ;0.99;420.0;7 days;1619904139.0;2 May 2021 at 5:22:19pm PDT;23.0;57.0
3507;Mobile;Samsung Galaxy Note9 SM-N960 - 128GB - Midnight Black (T-Mobile) Unlocked;9.99;275.0;7 days;1619299069.0;25 Apr 2021 at 5:17:49pm PDT;23.0;74.0
1386;Mobile;Xiaomi MI 9T - 64GB-Black Xiaomi MI Alarm Clock New Smart Watch New Baseus in;0.88;128.48;7 days;1619635361.0;29 Apr 2021 at 2:42:41am PDT;17.0;32.0
2924;Mobile;Apple iPhone 11 - 128GB-Black (without Simlock) A2221 NEW UNUSED;0.88;489.28;7 days;1621704216.0;23 May 2021 at 1:23:36am PDT;22.0;41.0
3291;Mobile;Apple iPhone X 64GB Space Grey (B17);0.7425;86.25;5 days;1620245267.0;6 May 2021 at 4:07:47am PDT;17.0;40.0
3656;Game;Psx-persona 2 Eternal punishment-ntsc-usa-complete English;4.3912;299.2;10 days;1619663178.0;29 Apr 2021 at 10:26:18am PDT;20.0;74.0
1570;Mobile;Apple iPhone X - 64GB-Silver (without Simlock) A1901 (GSM);0.88;216.48;7 days;1620506346.0;9 May 2021 at 4:39:06am PDT;22.0;49.0
1174;Mobile;Apple iPhone 11 - 64GB - Black (Unlocked) A2221 (CDMA + GSM);0.7425;247.5;3 days;1620445953.0;8 May 2021 at 11:52:33am PDT;16.0;50.0
1900;Mobile;Mobile Phone;0.88;64.24;7 days;1620437561.0;8 May 2021 at 9:32:41am PDT;18.0;38.0
271;Game;Metal Gear WATA 5.5 B+ Factory Sealed Original 1988 NES VGA;1.0;550.77;7 days;1619296612.0;25 Apr 2021 at 4:36:52pm PDT;19.0;42.0
473;Mobile;IPhone x 64gb Grey Sidereal Original Apple with 6 months warranty;0.88;181.28;7 days;1620102085.0;4 May 2021 at 12:21:25pm PDT;27.0;78.0
3285;Mobile;Apple Iphone 6 16gb Silver Smartphone A1586 ( UNLOCKED ) ( WARRANTY );3.75;33.0;7 days;1620526211.0;9 May 2021 at 10:10:11am PDT;18.0;37.0
3280;Mobile;Apple iphone 7 - 32 gb-black (d矇simlock矇);0.88;89.76;5 days;1619926788.0;2 May 2021 at 11:39:48am PDT;19.0;72.0
942;Mobile;iPhone 11 Used White Tmobile;99.99;365.0;5 days;1619747181.0;30 Apr 2021 at 9:46:21am PDT;21.0;58.0
759;Game;SONY PS VITA SLIM( PCH-2003) HENKAKU ENSO ADRENALINEPKGJ AND GAMES;14.9925;99.795;7 days;1619289415.0;25 Apr 2021 at 2:36:55pm PDT;16.0;44.0
